[-37.473784398539784, -11.281392239611097]
[-95.88273172217167, -83.7684236654058]
[67.47418683727142, 15.77485364261079]
[90.78448242663072, -50.93436570027636]
[-21.70163007058262, -113.00926932031233]
[75.35089175014215, -149.69349192265702]
[-77.36272711561321, 44.50515698348844]
[-0.5108439267713097, -34.768134473847425]
[44.05233694400236, -47.608383090458375]
[62.96888653040584, -0.28963734295128585]
[-54.18672898775404, 17.160392562266896]
[-52.61837368966349, -0.05094492275069884]
[79.33941388435633, -1.032117177121314]
[49.21158651561836, -6.972669430877293]
[-36.05270236235391, 6.956940825490269]
[-25.11533408784331, -11.873258822950277]
[51.322604373983445, -5.520487390716612]
[9.45616200794291, 21.91427361842984]
[1.5716700707412428, -4.206958682264385]
[5.37715997499783, -6.258584303375157]
[13.216034484818499, 3.303114481804262]
[-1.7608663127782838, 8.890519024600476]
[9.18348555164518, 1.6571518302791817]
[12.308550860672401, -4.54518138457481]
[0.984334026111044, 9.146827709720984]
[-6.194521762876837, -6.65916923378946]
[-0.8136038961773159, -17.243048832865973]
[-0.3975593450261605, -0.0526998398065911]
[11.449508677740413, -12.392390807287974]
[1.6013239856078394, 1.0387221646680143]
[2.7619673831888085, -14.22570291203834]
[-1.364383807113948, 7.573696968819727]
[13.011647863722377, -6.816817851636933]
[-2.823009559936871, 18.78972939985712]
[7.333306878318552, 16.667560446756895]
[-11.320977052575612, 8.266655304071728]
[8.917867365296177, 1.5715426134203194]
[-0.48123185875259344, 12.186381799270647]
[-7.552317444169697, -1.1372693362648358]
[12.886845973878925, -3.66895315077812]
[-2.535760121594395, 4.0368524092501366]
[4.415878179094324, 1.653936384374798]
[-4.580954831636601, -3.028215307596536]
[-2.7594580429775313, 3.897228184118667]
[4.839167929577571, 7.050569729475832]
[3.79556456774059, 6.746359324269114]
[1.0591093522184698, 9.324283952610458]
[-1.1122679636803094, 1.7018956680363702]
[-5.726013276461478, 1.5599714198592474]
[-8.000802077466066, -1.0341515101042171]
[6.094077607659915, 1.1784880430532907]
[4.235907402876959, 3.1030823580598046]
[-1.9894088422052234, 5.954935056732528]
[0.38598437159967214, -10.133993468884556]
[4.536694261640115, -4.662702909716905]
[-6.197138579422504, -4.697442632835757]
[8.235300485040087, -6.5348191449317286]
[3.805506568358322, 5.294286473115374]
[2.1958294249973327, 2.251911658330563]
[-0.3739866634138821, -0.2150720642252153]
[-7.069412213109096, 3.572628301456862]
[-2.443046946603353, -10.28373352078279]
[0.5202902203115499, -6.946400425756608]
[-4.039222520803369, 0.946481073898184]
[1.089377024018178, 6.168075598987744]
[-3.4203590923962945, -1.7339499947721697]
[2.691453083394533, 6.435596531528592]
[-3.198792496374182, -1.4126715169234056]
[-1.968743749290268, -3.5627512071673504]
[-5.2682919352337745, -3.0883296930907007]
[0.7297910313011376, 2.020496040267679]
[-1.5479657150241837, -6.618345905010544]
[5.094497755332155, -0.7526824559010292]
[1.0280993068621442, -1.7228553373194049]
[-2.9987755421243265, 2.45174505474532]
